Date,Venue,Festival,City_Country,Lat,Long,Tour,Set,Last_track_Set,Encores,Last_track_Encore,Encores_Count,Set_Length,Other_Acts,Has_Guitar_Solo,Has_Bass_Solo,Has_Drum_Solo,Has_Doodle,Has_Medley,Kill_'Em_All_Count,Ride_The_Lightning_Count,Master_Of_Puppets_Count,And_Justice_For_All_Count,Metallica_Count,Load_Count,Re_Load_Count,Garage_Inc_Count,St_Anger_Count,Death_Magnetic_Count,Hardwired_To_Self_Destruct_Count
8/17/1985,Donington Park,Monsters Of Rock,"Castle Donington, England",52.845016,-1.3373001,,"['Creeping Death', 'Ride the Lightning', 'For Whom the Bell Tolls', 'The Four Horsemen', 'Fade to Black', 'Seek and Destroy', 'Whiplash']",Whiplash,"['Am I Evil?', 'Motorbreath']",Motorbreath,1,9,"['ZZ Top', 'Marillion', 'Bon Jovi', 'RATT', 'Magnum', 'Tommy Vance']",False,False,False,False,False,2,4,0,0,0,0,0,0,0,0,0
3/19/1985,Starry Night,,"Portland, Oregon, United States",45.5122308,-122.6587185,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'Fade to Black', 'Seek and Destroy', 'Whiplash']",Whiplash,"['The Money Will Roll Right In', 'Creeping Death']",Creeping Death,1,12,['Armored Saint'],False,False,False,False,False,4,4,0,0,0,0,0,0,0,0,0
3/18/1985,New York Theatre,,"Vancouver, British Columbia, Canada",49.2827291,-123.1207375,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'Fade to Black', 'Seek and Destroy', 'Whiplash']",Whiplash,"['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",Motorbreath,1,14,['Armored Saint'],False,False,False,False,False,4,4,0,0,0,0,0,0,0,0,0
3/17/1985,Moore Theater,,"Seattle, Washington, United States",47.6062095,-122.3320708,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'Fade to Black', 'Seek and Destroy', 'Whiplash', 'Creeping Death', 'Am I Evil?', 'Motorbreath']",Motorbreath,[],,0,13,['Armored Saint'],False,False,False,False,False,5,5,0,0,0,0,0,1,0,0,0
3/15/1985,Kabuki Theater,,"San Francisco, California, United States",37.7749295,-122.4194155,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'Fade to Black', 'Seek and Destroy', 'Whiplash']",Whiplash,"['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",Motorbreath,1,14,['Armored Saint'],False,False,False,False,False,4,4,0,0,0,0,0,0,0,0,0
3/14/1985,Kabuki Theater,,"San Francisco, California, United States",37.7749295,-122.4194155,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'Fade to Black', 'Seek and Destroy', 'Whiplash']",Whiplash,"['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",Motorbreath,1,14,['Armored Saint'],False,False,False,False,False,4,4,0,0,0,0,0,0,0,0,0
3/13/1985,Keystone,,"Palo Alto, California, United States",37.4418834,-122.1430195,Ride the Lightning,,,,,,,['Armored Saint'],False,False,False,False,False,,,,,,,,,,,
3/11/1985,Palace West,,"Phoenix, Arizona, United States",33.4483771,-112.0740373,Ride the Lightning,,,,,,,,False,False,False,False,False,,,,,,,,,,,
3/10/1985,Hollywood Palladium,,"Los Angeles, California, United States",34.0522342,-118.2436849,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'Fade to Black', 'Seek and Destroy', 'Whiplash']",Whiplash,"['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",Motorbreath,1,13,['Armored Saint'],False,False,False,False,False,3,4,0,0,0,0,0,0,0,0,0
3/9/1985,The Backdoor,,"San Diego, California, United States",32.715738,-117.1610838,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'Fade to Black', 'Seek and Destroy', 'Whiplash']",Whiplash,['Creeping Death'],Creeping Death,1,10,['Armored Saint'],False,False,False,False,False,3,4,0,0,0,0,0,0,0,0,0
3/5/1985,Rainbow Music Hall,,"Denver, Colorado, United States",39.7392358,-104.990251,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'Fade to Black', 'Seek and Destroy', 'Whiplash']",Whiplash,"['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",Motorbreath,1,13,['Armored Saint'],False,False,False,False,False,3,4,0,0,0,0,0,0,0,0,0
3/4/1985,Dj'S,,"Colorado Springs, Colorado, United States",38.8338816,-104.8213634,Ride the Lightning,,,,,,,['Armored Saint'],False,False,False,False,False,,,,,,,,,,,
3/3/1985,Graham Central Station,,"Albuquerque, New Mexico, United States",35.0843859,-106.650422,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'Fade to Black', 'Seek and Destroy', 'Whiplash']",Whiplash,"['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",Motorbreath,1,14,['Armored Saint'],False,False,False,False,False,4,4,0,0,0,0,0,0,0,0,0
3/2/1985,The Big Apple Night Club,,"El Paso, Texas, United States",31.7618778,-106.4850217,Ride the Lightning,,,,,,,['Armored Saint'],False,False,False,False,False,,,,,,,,,,,
2/28/1985,Cardi'S,,"Houston, Texas, United States",29.7604267,-95.3698028,Ride the Lightning,,,,,,,['Armored Saint'],False,False,False,False,False,,,,,,,,,,,
2/27/1985,Arcadia,,"Dallas, Texas, United States",32.7766642,-96.7969879,Ride the Lightning,,,,,,,['Armored Saint'],False,False,False,False,False,,,,,,,,,,,
2/26/1985,Cardi'S,,"Houston, Texas, United States",29.7604267,-95.3698028,Ride the Lightning,,,,,,,['Armored Saint'],False,False,False,False,False,,,,,,,,,,,
2/25/1985,Cameo Theater,,"San Antonio, Texas, United States",29.4241219,-98.4936282,Ride the Lightning,,,,,,,['Armored Saint'],False,False,False,False,False,,,,,,,,,,,
2/22/1985,Ritz Music Hall,,"Corpus Christi, Texas, United States",27.8005828,-97.396381,Ride the Lightning,,,,,,,"['W.A.S.P.', 'Armored Saint']",False,False,False,False,False,,,,,,,,,,,
2/21/1985,City Coliseum,,"Austin, Texas, United States",30.267153,-97.7430608,Ride the Lightning,,,,,,,"['W.A.S.P.', 'Armored Saint']",False,False,False,False,False,,,,,,,,,,,
2/20/1985,Cain'S Ballroom,,"Tulsa, Oklahoma, United States",36.1539816,-95.992775,Ride the Lightning,,,,,,,"['W.A.S.P.', 'Armored Saint']",False,False,False,False,False,,,,,,,,,,,
2/17/1985,Cotillion,,"Wichita, Kansas, United States",37.6871761,-97.330053,Ride the Lightning,,,,,,,"['W.A.S.P.', 'Armored Saint']",False,False,False,False,False,,,,,,,,,,,
2/16/1985,Uptown Theater,,"Kansas City, Missouri, United States",39.0997265,-94.5785667,Ride the Lightning,,,,,,,"['W.A.S.P.', 'Armored Saint']",False,False,False,False,False,,,,,,,,,,,
2/15/1985,Reflections,,"St. Louis, Missouri, United States",38.6270025,-90.1994042,Ride the Lightning,,,,,,,"['W.A.S.P.', 'Armored Saint']",False,False,False,False,False,,,,,,,,,,,
2/14/1985,Burlington Memorial Auditorium,,"Burlington, Iowa, United States",40.8076529,-91.1128901,Ride the Lightning,,,,,,,"['W.A.S.P.', 'Armored Saint']",False,False,False,False,False,,,,,,,,,,,
2/13/1985,Veterans Memorial Coliseum,,"Cedar Rapids, Iowa, United States",41.9778795,-91.6656232,Ride the Lightning,,,,,,,"['W.A.S.P.', 'Armored Saint']",False,False,False,False,False,,,,,,,,,,,
2/10/1985,Carlton West,,"Green Bay, Wisconsin, United States",44.5133188,-88.0132958,Ride the Lightning,,,,,,,"['W.A.S.P.', 'Armored Saint']",False,False,False,False,False,,,,,,,,,,,
2/9/1985,Aragon Ballroom,,"Chicago, Illinois, United States",41.8781136,-87.6297982,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'Fade to Black', 'Seek and Destroy', 'Whiplash']",Whiplash,"['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",Motorbreath,1,14,"['W.A.S.P.', 'Armored Saint']",False,False,False,False,False,4,4,0,0,0,0,0,0,0,0,0
2/8/1985,Eagles Ballroom,,"Milwaukee, Wisconsin, United States",43.0389025,-87.9064736,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'Fade to Black', 'Seek and Destroy', 'Whiplash']",Whiplash,"['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",Motorbreath,1,14,"['W.A.S.P.', 'Armored Saint']",False,False,False,False,False,4,4,0,0,0,0,0,0,0,0,0
2/6/1985,First Avenue,,"Minneapolis, Minnesota, United States",44.977753,-93.2650108,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']",Whiplash,"['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",Motorbreath,1,13,"['W.A.S.P.', 'Armored Saint']",False,False,False,False,False,3,4,0,0,0,0,0,0,0,0,0
2/5/1985,Headliners,,"Madison, Wisconsin, United States",43.0730517,-89.4012302,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']",Whiplash,"['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",Motorbreath,1,13,"['W.A.S.P.', 'Armored Saint']",False,False,False,False,False,3,4,0,0,0,0,0,0,0,0,0
2/3/1985,State Theatre,,"Kalamazoo, Michigan, United States",42.2917069,-85.5872286,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']",Whiplash,"['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",Motorbreath,1,13,"['W.A.S.P.', 'Armored Saint']",False,False,False,False,False,3,4,0,0,0,0,0,0,0,0,0
2/2/1985,Variety Theatre,,"Cleveland, Ohio, United States",41.49932,-81.6943605,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']",Whiplash,"['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath', 'Metal Militia']",Metal Militia,2,14,"['W.A.S.P.', 'Armored Saint']",False,False,False,False,False,3,4,0,0,0,0,0,0,0,0,0
2/1/1985,Royal Oak Music Theatre,,"Detroit, Michigan, United States",42.331427,-83.0457538,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']",Whiplash,"['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",Motorbreath,1,13,"['W.A.S.P.', 'Armored Saint']",False,False,False,False,False,3,4,0,0,0,0,0,0,0,0,0
1/30/1985,Sherwood Country Club,,"Indianapolis, Indiana, United States",39.768403,-86.158068,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']",Whiplash,"['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",Motorbreath,1,14,"['W.A.S.P.', 'Armored Saint']",False,False,False,False,False,4,4,0,0,0,0,0,0,0,0,0
1/29/1985,Annie'S Riverside Saloon,,"Cincinnati, Ohio, United States",39.1031182,-84.5120196,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']",Whiplash,"['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",Motorbreath,1,14,"['W.A.S.P.', 'Armored Saint']",False,False,False,False,False,4,4,0,0,0,0,0,0,0,0,0
1/28/1985,Newport Music Hall,,"Columbus, Ohio, United States",39.9611755,-82.9987942,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']",Whiplash,"['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",Motorbreath,1,14,"['W.A.S.P.', 'Armored Saint']",False,False,False,False,False,4,4,0,0,0,0,0,0,0,0,0
1/27/1985,L'Amour,,"Brooklyn, New York, United States",40.6781784,-73.9441579,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']",Whiplash,"['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",Motorbreath,1,14,"['W.A.S.P.', 'Armored Saint']",False,False,False,False,False,4,4,0,0,0,0,0,0,0,0,0
1/26/1985,L'Amour,,"Brooklyn, New York, United States",40.6781784,-73.9441579,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']",Whiplash,"['Creeping Death', 'Guitar Solo', 'Motorbreath']",Motorbreath,1,13,"['W.A.S.P.', 'Armored Saint']",False,False,False,False,False,4,4,0,0,0,0,0,0,0,0,0
1/25/1985,L'Amour,,"Brooklyn, New York, United States",40.6781784,-73.9441579,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']",Whiplash,"['Creeping Death', 'Guitar Solo', 'Metal Militia']",Metal Militia,1,13,"['W.A.S.P.', 'Armored Saint']",False,False,False,False,False,4,4,0,0,0,0,0,0,0,0,0
1/23/1985,Mid-Hudson Civic Center,,"Poughkeepsie, New York, United States",41.7003713,-73.9209701,Ride the Lightning,,,,,,,"['W.A.S.P.', 'Armored Saint']",False,False,False,False,False,,,,,,,,,,,
1/22/1985,West Side Theatre,,"Scranton, Pennsylvania, United States",41.408969,-75.6624122,Ride the Lightning,,,,,,,"['W.A.S.P.', 'Armored Saint']",False,False,False,False,False,,,,,,,,,,,
1/20/1985,Salty Dog,,"Buffalo, New York, United States",42.8864468,-78.8783689,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']",Whiplash,"['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",Motorbreath,1,13,"['W.A.S.P.', 'Armored Saint']",False,False,False,False,False,3,4,0,0,0,0,0,0,0,0,0
1/19/1985,Concert Hall,,"Toronto, Ontario, Canada",43.653226,-79.3831843,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']",Whiplash,"['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",Motorbreath,1,13,"['W.A.S.P.', 'Armored Saint']",False,False,False,False,False,3,4,0,0,0,0,0,0,0,0,0
1/18/1985,Ottawa Civic Centre Salons,,"Ottawa, Ontario, Canada",45.4215296,-75.6971931,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']",Whiplash,['Creeping Death'],Creeping Death,1,10,"['W.A.S.P.', 'Armored Saint']",False,False,False,False,False,3,4,0,0,0,0,0,0,0,0,0
1/17/1985,Salle Albert Rousseau,,"Quebec City, Quebec, Canada",46.8138783,-71.2079809,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']",Whiplash,['Creeping Death'],Creeping Death,1,10,"['W.A.S.P.', 'Armored Saint']",False,False,False,False,False,3,4,0,0,0,0,0,0,0,0,0
1/16/1985,Spectrum,,"Montreal, Quebec, Canada",45.5016889,-73.567256,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']",Whiplash,['Creeping Death'],Creeping Death,1,10,"['W.A.S.P.', 'Armored Saint']",False,False,False,False,False,3,4,0,0,0,0,0,0,0,0,0
1/15/1985,Spectrum,,"Montreal, Quebec, Canada",45.5016889,-73.567256,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']",Whiplash,['Creeping Death'],Creeping Death,1,10,"['W.A.S.P.', 'Armored Saint']",False,False,False,False,False,3,4,0,0,0,0,0,0,0,0,0
1/13/1985,Coast To Coast,,"Baltimore, Maryland, United States",39.2903848,-76.6121893,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']",Whiplash,"['Creeping Death', 'Guitar Solo', 'Metal Militia']",Metal Militia,1,13,"['W.A.S.P.', 'Armored Saint']",False,False,False,False,False,4,4,0,0,0,0,0,0,0,0,0
1/12/1985,Tower Theatre,,"Philadelphia, Pennsylvania, United States",39.9525839,-75.1652215,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']",Whiplash,['Creeping Death'],Creeping Death,1,10,"['W.A.S.P.', 'Armored Saint']",False,False,False,False,False,3,4,0,0,0,0,0,0,0,0,0
1/11/1985,Agora,,"Hartford, Connecticut, United States",41.7658043,-72.6733723,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']",Whiplash,['Creeping Death'],Creeping Death,1,11,"['W.A.S.P.', 'Armored Saint']",False,False,False,False,False,4,4,0,0,0,0,0,0,0,0,0
1/10/1985,Skyway Club,,"Scotia, New York, United States",42.8264652,-73.9642915,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']",Whiplash,['Creeping Death'],Creeping Death,1,11,"['W.A.S.P.', 'Armored Saint']",False,False,False,False,False,4,4,0,0,0,0,0,0,0,0,0
1/9/1985,The Channel,,"Boston, Massachusetts, United States",42.3600825,-71.0588801,Ride the Lightning,,,,,,,"['W.A.S.P.', 'Armored Saint']",False,False,False,False,False,,,,,,,,,,,
12/20/1984,Lyceum,,"London, England",51.5073509,-0.1277583,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']",Whiplash,"['Creeping Death', 'Guitar Solo', 'Metal Militia', 'Am I Evil?', 'Motorbreath']",Motorbreath,2,15,"['Tank', 'Bernie Tomie']",False,False,False,False,False,4,4,0,0,0,0,0,0,0,0,0
12/16/1984,Kulttuuritalo,,"Helsinki, Finland",60.1698557,24.9383791,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Blitzkrieg', 'Whiplash']",Whiplash,"['Creeping Death', 'Guitar Solo', 'Metal Militia', 'Motorbreath']",Motorbreath,2,15,['Tank'],False,False,False,False,False,4,4,0,0,0,0,0,1,0,0,0
12/15/1984,Tuiskula,,"Nivala, Finland",63.928431,24.9642446,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Blitzkrieg', 'Whiplash']",Whiplash,"['Creeping Death', 'Guitar Solo', 'Metal Militia', 'Motorbreath']",Motorbreath,2,15,['Tank'],False,False,False,False,False,4,4,0,0,0,0,0,1,0,0,0
12/14/1984,Travashovi,,"Lieto, Finland",60.500873,22.4612748,Ride the Lightning,,,,,,,['Tank'],False,False,False,False,False,,,,,,,,,,,
12/12/1984,Göta Lejon,,"Stockholm, Sweden",59.3293235,18.0685808,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Blitzkrieg', 'Whiplash']",Whiplash,"['Creeping Death', 'Guitar Solo', 'Metal Militia', 'Motorbreath']",Motorbreath,2,15,['Tank'],False,False,False,False,False,4,4,0,0,0,0,0,1,0,0,0
12/11/1984,Saga,,"Copenhagen, Denmark",55.6760968,12.5683372,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']",Whiplash,"['Creeping Death', 'Guitar Solo', 'Metal Militia', 'Blitzkrieg']",Blitzkrieg,2,14,['Tank'],False,False,False,False,False,4,4,0,0,0,0,0,0,0,0,0
12/9/1984,Markthalle,,"Hamburg, Germany",53.5510846,9.9936819,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash', 'Creeping Death', 'Guitar Solo', 'Metal Militia']",Metal Militia,[],,0,13,['Tank'],True,False,False,False,False,5,5,0,0,0,0,0,0,0,0,0
12/8/1984,Halle Gartlage,,"Osnabrück, Germany",52.2799112,8.0471788,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']",Whiplash,"['Creeping Death', 'Guitar Solo', 'Metal Militia', 'Motorbreath']",Motorbreath,2,14,['Tank'],False,False,False,False,False,4,4,0,0,0,0,0,0,0,0,0
12/7/1984,Paradiso,,"Amsterdam, Netherlands",52.3679843,4.9035614,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']",Whiplash,"['Creeping Death', 'Guitar Solo', 'Metal Militia', 'Motorbreath']",Motorbreath,2,14,['Tank'],False,False,False,False,False,4,4,0,0,0,0,0,0,0,0,0
12/5/1984,Stadthalle Mülheim,,"Cologne, Germany",50.937531,6.9602786,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']",Whiplash,"['Creeping Death', 'Guitar Solo', 'Metal Militia']",Metal Militia,1,13,['Tank'],False,False,False,False,False,4,4,0,0,0,0,0,0,0,0,0
12/4/1984,Ausstellungshalle,,"Sindelfingen, Germany",48.7074558,9.0044053,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']",Whiplash,"['Creeping Death', 'Guitar Solo', 'Metal Militia']",Metal Militia,1,13,['Tank'],False,False,False,False,False,4,4,0,0,0,0,0,0,0,0,0
12/3/1984,Kulturhaus,,"Mannheim, Germany",49.4874592,8.4660395,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']",Whiplash,"['Creeping Death', 'Guitar Solo', 'Metal Militia', 'Motorbreath']",Motorbreath,2,14,['Tank'],False,False,False,False,False,4,4,0,0,0,0,0,0,0,0,0
12/2/1984,Hemmerleinhalle,,"Nuremberg, Germany",49.4521018,11.0766654,Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']",Whiplash,"['Creeping Death', 'Guitar Solo', 'Metal Militia']",Metal Militia,1,13,['Tank'],False,False,False,False,False,4,4,0,0,0,0,0,0,0,0,0
