Date,City_Country,State,Country,Latitude,Longitude,Tour,Encores_Count,Set_Length,Kill_Em_All_Count,Ride_The_Lightning_Count,Master_Of_Puppets_Count,And_Justice_For_All_Count,Metallica_Count,Load_Count,Re_Load_Count,Garage_Inc_Count,St_Anger_Count,Death_Magnetic_Count,Hardwired_To_Self_Destruct_Count,1 Track,2 Track,3 Track,4 Track,5 Track,6 Track,7 Track,8 Track,9 Track,10 Track,11 Track,12 Track,13 Track,14 Track,15 Track,16 Track,17 Track,18 Track,19 Track,20 Track,21 Track,22 Track,Last_track_Set,1 Encore,2 Encore,3 Encore,4 Encore,Last_track_Encore
03.02.2018,Madrid,,Spain,40.4167754,-3.7037902,WorldWired,3,16,0,1,3,1,1,0,1,1,0,0,6,Hardwired,"Atlas,Rise!",Seek and Destroy,Leper Messiah,Welcome Home (Sanitarium),Now That Were Dead,Confusion,For Whom the Bell Tolls,Halo On Fire,Die,Die My Darling,Fuel,Moth Into Flame,Sad But True,One,Master of Puppets,,,,,,,Master of Puppets,Spit Out the Bone,Nothing Else Matters,Enter Sandman,,Enter Sandman
01.02.2018,Lisbon,,Portugal,38.7222524,-9.1393366,WorldWired,3,15,0,2,2,2,1,0,0,1,0,0,6,Hardwired,"Atlas,Rise!",Seek and Destroy,Harvester of Sorrow,Welcome Home (Sanitarium),Now That Were Dead,Dream No More,For Whom the Bell Tolls,Halo On Fire,Am I Evil?,Creeping Death,Moth Into Flame,Sad But True,One,Master of Puppets,,,,,,,,Master of Puppets,Spit Out the Bone,Nothing Else Matters,Enter Sandman,,Enter Sandman
09.11.2017,San Francisco,California,United States,37.7749295,-122.4194155,,0,10,0,2,1,1,5,0,1,0,0,0,1,Hardwired,For Whom the Bell Tolls,The Memory Remains,The Unforgiven,Wherever I May Roam,Sad But True,One,Master of Puppets,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,,Enter Sandman,,,,,
03.11.2017,Antwerp,,Belgium,51.2194475,4.4024643,WorldWired,3,15,0,1,2,2,1,0,1,1,0,0,6,Hardwired,"Atlas,Rise!",Seek and Destroy,The Shortest Straw,Welcome Home (Sanitarium),Now That Were Dead,Dream No More,For Whom the Bell Tolls,Halo On Fire,Helpless,Fuel,Moth Into Flame,Sad But True,One,Master of Puppets,,,,,,,,Master of Puppets,Spit Out the Bone,Nothing Else Matters,Enter Sandman,,Enter Sandman
01.11.2017,Antwerp,,Belgium,51.2194475,4.4024643,WorldWired,4,15,0,3,1,1,2,0,0,1,0,0,6,Hardwired,"Atlas,Rise!",Seek and Destroy,Through the Never,Fade to Black,Now That Were Dead,Confusion,For Whom the Bell Tolls,Halo On Fire,Whiskey in the Jar,Creeping Death,Moth Into Flame,Sad But True,One,Master of Puppets,,,,,,,,Master of Puppets,Damage,Inc.,Nothing Else Matters,Enter Sandman,Enter Sandman
30.10.2017,Birmingham,,England,52.486243,-1.890401,WorldWired,3,15,0,1,2,2,1,0,1,1,0,0,6,Hardwired,"Atlas,Rise!",Seek and Destroy,The Shortest Straw,Welcome Home (Sanitarium),Now That Were Dead,Dream No More,For Whom the Bell Tolls,Halo On Fire,Am I Evil?,Fuel,Moth Into Flame,Sad But True,One,Master of Puppets,,,,,,,,Master of Puppets,Spit Out the Bone,Nothing Else Matters,Enter Sandman,,Enter Sandman
28.10.2017,Manchester,,England,53.4807593,-2.2426305,WorldWired,3,15,0,2,1,1,2,0,0,1,0,1,6,Hardwired,"Atlas,Rise!",Seek and Destroy,Of Wolf and Man,The Day That Never Comes,Now That Were Dead,ManUNkind,For Whom the Bell Tolls,Halo On Fire,Stone Cold Crazy,Creeping Death,Moth Into Flame,Sad But True,One,Master of Puppets,,,,,,,,Master of Puppets,Spit Out the Bone,Nothing Else Matters,Enter Sandman,,Enter Sandman
26.10.2017,Glasgow,,Scotland,55.864237,-4.251806,WorldWired,3,15,0,1,2,2,1,0,1,1,0,0,6,Hardwired,"Atlas,Rise!",Seek and Destroy,Harvester of Sorrow,Welcome Home (Sanitarium),Now That Were Dead,Confusion,For Whom the Bell Tolls,Halo On Fire,Blitzkrieg,The Memory Remains,Moth Into Flame,Sad But True,One,Master of Puppets,,,,,,,,Master of Puppets,Spit Out the Bone,Nothing Else Matters,Enter Sandman,,Enter Sandman
24.10.2017,London,,England,51.5073509,-0.1277583,WorldWired,3,15,0,3,2,1,1,0,0,0,0,0,6,Hardwired,"Atlas,Rise!",Seek and Destroy,Leper Messiah,Fade to Black,Now That Were Dead,Confusion,For Whom the Bell Tolls,Halo On Fire,Last Caress,Creeping Death,Moth Into Flame,Sad But True,One,Master of Puppets,,,,,,,,Master of Puppets,Spit Out the Bone,Nothing Else Matters,Enter Sandman,,Enter Sandman
22.10.2017,London,,England,51.5073509,-0.1277583,WorldWired,4,16,0,1,2,1,2,0,1,1,0,0,6,Hardwired,"Atlas,Rise!",Seek and Destroy,Through the Never,Welcome Home (Sanitarium),Now That Were Dead,Dream No More,For Whom the Bell Tolls,Halo On Fire,Die,Die My Darling,Fuel,Moth Into Flame,Sad But True,One,Master of Puppets,,,,,,,Master of Puppets,Damage,Inc.,Nothing Else Matters,Enter Sandman,Enter Sandman
16.09.2017,Cologne,,Germany,50.937531,6.9602786,WorldWired,3,15,0,2,2,1,1,0,1,1,0,0,6,Hardwired,"Atlas,Rise!",Seek and Destroy,Leper Messiah,Fade to Black,Now That Were Dead,Confusion,For Whom the Bell Tolls,Halo On Fire,Whiskey in the Jar,Fuel,Moth Into Flame,Sad But True,One,Master of Puppets,,,,,,,,Master of Puppets,Battery,Nothing Else Matters,Enter Sandman,,Enter Sandman
14.09.2017,Cologne,,Germany,50.937531,6.9602786,WorldWired,3,15,0,2,1,1,2,0,0,1,0,1,6,Hardwired,"Atlas,Rise!",Seek and Destroy,Through the Never,The Day That Never Comes,Now That Were Dead,Dream No More,For Whom the Bell Tolls,Halo On Fire,Stone Cold Crazy,Creeping Death,Moth Into Flame,Sad But True,One,Master of Puppets,,,,,,,,Master of Puppets,Blackened,Nothing Else Matters,Enter Sandman,,Enter Sandman
12.09.2017,Lyon,,France,45.764043,4.835659,WorldWired,3,16,0,1,2,1,2,0,1,1,0,0,6,Hardwired,"Atlas,Rise!",Seek and Destroy,Of Wolf and Man,Welcome Home (Sanitarium),Now That Were Dead,Confusion,For Whom the Bell Tolls,Halo On Fire,Die,Die My Darling,The Memory Remains,Moth Into Flame,Sad But True,One,Master of Puppets,,,,,,,Master of Puppets,Battery,Nothing Else Matters,Enter Sandman,,Enter Sandman
10.09.2017,Paris,,France,48.856614,2.3522219,WorldWired,3,15,0,2,1,1,2,0,1,1,0,0,6,Hardwired,"Atlas,Rise!",Seek and Destroy,Through the Never,Fade to Black,Now That Were Dead,ManUNKind,For Whom the Bell Tolls,Halo On Fire,Helpless,Fuel,Moth Into Flame,Sad But True,One,Master of Puppets,,,,,,,,Master of Puppets,Fight Fire with Fire,Nothing Else Matters,Enter Sandman,,Enter Sandman
08.09.2017,Paris,,France,48.856614,2.3522219,WorldWired,3,15,0,2,2,1,1,0,0,0,0,1,6,Hardwired,"Atlas,Rise!",Seek and Destroy,Leper Messiah,The Day That Never Comes,Now That Were Dead,Dream No More,For Whom the Bell Tolls,Halo On Fire,Last Caress,Creeping Death,Moth Into Flame,Sad But True,One,Master of Puppets,,,,,,,,Master of Puppets,Blackened,Nothing Else Matters,Enter Sandman,,Enter Sandman
06.09.2017,Amsterdam,,Netherlands,52.3679843,4.9035614,WorldWired,4,15,0,2,2,1,1,0,1,1,0,0,6,Hardwired,"Atlas,Rise!",Seek and Destroy,Leper Messiah,Fade to Black,Now That Were Dead,Confusion,For Whom the Bell Tolls,Halo On Fire,Blitzkrieg,Fuel,Moth Into Flame,Sad But True,One,Master of Puppets,,,,,,,,Master of Puppets,Damage,Inc.,Nothing Else Matters,Enter Sandman,Enter Sandman
04.09.2017,Amsterdam,,Netherlands,52.3679843,4.9035614,WorldWired,3,15,0,1,1,1,2,0,1,1,0,1,6,Hardwired,"Atlas,Rise!",Seek and Destroy,Through the Never,The Day That Never Comes,Now That Were Dead,Dream No More,For Whom the Bell Tolls,Halo On Fire,Am I Evil?,The Memory Remains,Moth Into Flame,Sad But True,One,Master of Puppets,,,,,,,,Master of Puppets,Blackened,Nothing Else Matters,Enter Sandman,,Enter Sandman
02.09.2017,Copenhagen,,Denmark,55.6760968,12.5683372,WorldWired,3,15,0,1,1,1,2,0,1,1,0,1,6,Hardwired,"Atlas,Rise!",Seek and Destroy,Through the Never,The Day That Never Comes,Now That Were Dead,Dream No More,For Whom the Bell Tolls,Halo On Fire,Breadfan,Fuel,Moth Into Flame,Sad But True,One,Master of Puppets,,,,,,,,Master of Puppets,Fight Fire with Fire,Nothing Else Matters,Enter Sandman,,Enter Sandman
16.08.2017,Edmonton,Alberta,Canada,53.544389,-113.4909267,WorldWired,3,15,1,2,1,1,3,0,1,0,0,0,5,Hardwired,"Atlas,Rise!",For Whom the Bell Tolls,The Memory Remains,The Unforgiven,Now That Were Dead,Moth Into Flame,Wherever I May Roam,Halo On Fire,Hit the Lights,Sad But True,One,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,Seek and Destroy,Blackened,Nothing Else Matters,Enter Sandman,,Enter Sandman
14.08.2017,Vancouver,British Columbia,Canada,49.2827291,-123.1207375,WorldWired,3,15,1,2,1,1,3,0,1,0,0,0,5,Hardwired,"Atlas,Rise!",For Whom the Bell Tolls,The Memory Remains,The Unforgiven,Now That Were Dead,Moth Into Flame,Wherever I May Roam,Halo On Fire,Whiplash,Sad But True,One,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,Seek and Destroy,Fight Fire with Fire,Nothing Else Matters,Enter Sandman,,Enter Sandman
12.08.2017,San Francisco,California,United States,37.7749295,-122.4194155,WorldWired,3,15,1,2,2,2,2,0,1,0,0,0,4,Hardwired,"Atlas,Rise!",For Whom the Bell Tolls,Fuel,The Unforgiven,Now That Were Dead,Moth Into Flame,Harvester of Sorrow,Welcome Home (Sanitarium),Motorbreath,Sad But True,One,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,Seek and Destroy,Battery,Nothing Else Matters,Enter Sandman,,Enter Sandman
09.08.2017,Seattle,Washington,United States,47.6062095,-122.3320708,WorldWired,3,15,1,2,1,1,3,0,1,0,0,0,5,Hardwired,"Atlas,Rise!",For Whom the Bell Tolls,The Memory Remains,The Unforgiven,Now That Were Dead,Moth Into Flame,Wherever I May Roam,Halo On Fire,Whiplash,Sad But True,One,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,Seek and Destroy,Battery,Nothing Else Matters,Enter Sandman,,Enter Sandman
07.08.2017,San Francisco,California,United States,37.7749295,-122.4194155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.08.2017,San Diego,California,United States,32.715738,-117.1610838,WorldWired,1,18,1,3,1,1,3,0,0,0,0,0,5,Hardwired,"Atlas,Rise!",For Whom the Bell Tolls,Creeping Death,The Unforgiven,Now That Were Dead,Moth Into Flame,Wherever I May Roam,Halo On Fire,Whiplash,Sad But True,One,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,,,,,,Enter Sandman
04.08.2017,Phoenix,Arizona,United States,33.4483771,-112.0740373,WorldWired,1,18,1,2,1,1,3,0,1,0,0,0,5,Hardwired,"Atlas,Rise!",For Whom the Bell Tolls,The Memory Remains,The Unforgiven,Now That Were Dead,Moth Into Flame,Wherever I May Roam,Halo On Fire,Hit the Lights,Sad But True,One,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,,,,,,Enter Sandman
29.07.2017,Pasadena,California,United States,34.1477849,-118.1445155,WorldWired,1,18,1,2,1,1,3,0,1,0,0,0,5,Hardwired,"Atlas,Rise!",For Whom the Bell Tolls,Fuel,The Unforgiven,Now That Were Dead,Moth Into Flame,Wherever I May Roam,Halo On Fire,Motorbreath,Sad But True,One,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,,,,,,Enter Sandman
19.07.2017,Montreal,Quebec,Canada,45.5016889,-73.567256,WorldWired,1,18,1,2,1,1,3,0,1,0,0,0,5,Hardwired,"Atlas,Rise!",For Whom the Bell Tolls,The Memory Remains,The Unforgiven,Now That Were Dead,Moth Into Flame,Wherever I May Roam,Halo On Fire,Motorbreath,Sad But True,One,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,,,,,,Enter Sandman
16.07.2017,Toronto,Ontario,Canada,43.653226,-79.3831843,WorldWired,1,18,1,2,1,1,3,0,1,0,0,0,5,Hardwired,"Atlas,Rise!",For Whom the Bell Tolls,Fuel,The Unforgiven,Now That Were Dead,Moth Into Flame,Wherever I May Roam,Halo On Fire,Hit the Lights,Sad But True,One,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,,,,,,Enter Sandman
14.07.2017,Quebec City,Quebec,Canada,46.8138783,-71.2079809,WorldWired,1,18,1,2,2,2,2,0,1,0,0,0,4,Hardwired,"Atlas,Rise!",For Whom the Bell Tolls,Fuel,The Unforgiven,Now That Were Dead,Moth Into Flame,Harvester of Sorrow,Welcome Home (Sanitarium),Whiplash,Sad But True,One,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,,,,,,Enter Sandman
12.07.2017,Detroit,Michigan,United States,42.331427,-83.0457538,WorldWired,1,18,1,2,1,1,3,0,1,0,0,0,5,Hardwired,"Atlas,Rise!",For Whom the Bell Tolls,Fuel,The Unforgiven,Now That Were Dead,Moth Into Flame,Wherever I May Roam,Halo On Fire,Motorbreath,Sad But True,One,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,,,,,,Enter Sandman
09.07.2017,Atlanta,Georgia,United States,33.7489954,-84.3879824,WorldWired,1,17,0,3,1,1,3,0,0,0,0,0,5,Hardwired,"Atlas,Rise!",For Whom the Bell Tolls,Creeping Death,The Unforgiven,Now That Were Dead,Moth Into Flame,Wherever I May Roam,Halo On Fire,Sad But True,One,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,,,,,,,Enter Sandman
07.07.2017,Miami,Florida,United States,25.7616798,-80.1917902,WorldWired,1,18,1,3,1,1,3,0,0,0,0,0,5,Hardwired,"Atlas,Rise!",For Whom the Bell Tolls,Creeping Death,The Unforgiven,Now That Were Dead,Moth Into Flame,Wherever I May Roam,Halo On Fire,Whiplash,Sad But True,One,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,,,,,,Enter Sandman
05.07.2017,Orlando,Florida,United States,28.5383355,-81.3792365,WorldWired,1,18,1,2,1,1,3,0,1,0,0,0,5,Hardwired,"Atlas,Rise!",For Whom the Bell Tolls,Fuel,The Unforgiven,Now That Were Dead,Moth Into Flame,Wherever I May Roam,Halo On Fire,Hit the Lights,Sad But True,One,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,,,,,,Enter Sandman
18.06.2017,Chicago,Illinois,United States,41.8781136,-87.6297982,WorldWired,1,18,1,2,1,1,3,0,1,0,0,0,5,Hardwired,"Atlas,Rise!",For Whom the Bell Tolls,Fuel,The Unforgiven,Now That Were Dead,Moth Into Flame,Wherever I May Roam,Halo On Fire,The Four Horsemen,Sad But True,One,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,,,,,,Enter Sandman
16.06.2017,Dallas,Texas,United States,32.7766642,-96.7969879,WorldWired,1,18,1,2,1,1,3,0,1,0,0,0,5,Hardwired,"Atlas,Rise!",For Whom the Bell Tolls,The Memory Remains,The Unforgiven,Now That Were Dead,Moth Into Flame,Wherever I May Roam,Halo On Fire,Motorbreath,Sad But True,One,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,,,,,,Enter Sandman
14.06.2017,San Antonio,Texas,United States,29.4241219,-98.4936282,WorldWired,1,18,1,2,1,1,3,0,1,0,0,0,5,Hardwired,"Atlas,Rise!",For Whom the Bell Tolls,Fuel,The Unforgiven,Now That Were Dead,Moth Into Flame,Wherever I May Roam,Halo On Fire,The Four Horsemen,Sad But True,One,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,,,,,,Enter Sandman
11.06.2017,Houston,Texas,United States,29.7604267,-95.3698028,WorldWired,1,18,1,3,1,1,3,0,0,0,0,0,5,Hardwired,"Atlas,Rise!",For Whom the Bell Tolls,Creeping Death,The Unforgiven,Now That Were Dead,Moth Into Flame,Wherever I May Roam,Halo On Fire,Hit the Lights,Sad But True,One,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,,,,,,Enter Sandman
09.06.2017,Newton,Iowa,United States,41.7033177,-93.0573533,WorldWired,1,18,1,2,1,1,3,0,1,0,0,0,5,Hardwired,"Atlas,Rise!",For Whom the Bell Tolls,Fuel,The Unforgiven,Now That Were Dead,Moth Into Flame,Wherever I May Roam,Halo On Fire,Whiplash,Sad But True,One,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,,,,,,Enter Sandman
07.06.2017,Denver,Colorado,United States,39.7392358,-104.990251,WorldWired,1,16,1,3,1,1,3,0,0,0,0,0,4,Hardwired,"Atlas,Rise!",For Whom the Bell Tolls,Creeping Death,The Unforgiven,Now That Were Dead,Moth Into Flame,Wherever I May Roam,Motorbreath,Sad But True,One,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,,,,,,,Enter Sandman
04.06.2017,St. Louis,Missouri,United States,38.6270025,-90.1994042,WorldWired,1,18,1,2,1,1,3,0,1,0,0,0,5,Hardwired,"Atlas,Rise!",For Whom the Bell Tolls,Fuel,The Unforgiven,Now That Were Dead,Moth Into Flame,Wherever I May Roam,Halo On Fire,Whiplash,Sad But True,One,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,,,,,,Enter Sandman
21.05.2017,Columbus,Ohio,United States,39.9611755,-82.9987942,WorldWired,1,18,1,3,2,2,2,0,0,0,0,0,4,Hardwired,"Atlas,Rise!",For Whom the Bell Tolls,Creeping Death,The Unforgiven,Now That Were Dead,Moth Into Flame,Harvester of Sorrow,Welcome Home (Sanitarium),Whiplash,Sad But True,One,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,,,,,,Enter Sandman
19.05.2017,Foxborough,Massachusetts,United States,42.0653812,-71.2478251,WorldWired,1,18,1,2,1,1,3,0,1,0,0,0,5,Hardwired,"Atlas,Rise!",For Whom the Bell Tolls,Fuel,The Unforgiven,Now That Were Dead,Moth Into Flame,Wherever I May Roam,Halo On Fire,Motorbreath,Sad But True,One,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,,,,,,Enter Sandman
17.05.2017,Uniondale,New York,United States,40.7003793,-73.5929056,WorldWired,1,18,1,3,2,2,2,0,0,0,0,0,4,Hardwired,"Atlas,Rise!",For Whom the Bell Tolls,Ride the Lightning,The Unforgiven,Now That Were Dead,Moth Into Flame,Harvester of Sorrow,Welcome Home (Sanitarium),The Four Horsemen,Sad But True,One,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,,,,,,Enter Sandman
15.05.2017,New York,New York,United States,40.7127753,-74.0059728,,0,1,0,0,0,0,0,0,0,0,0,0,1,Now That Were Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.05.2017,East Rutherford,New Jersey,United States,40.833989,-74.0970865,WorldWired,1,18,1,2,1,1,3,0,1,0,0,0,5,Hardwired,"Atlas,Rise!",For Whom the Bell Tolls,Fuel,The Unforgiven,Now That Were Dead,Moth Into Flame,Wherever I May Roam,Halo On Fire,Whiplash,Sad But True,One,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,,,,,,Enter Sandman
12.05.2017,Philadelphia,Pennsylvania,United States,39.9525839,-75.1652215,WorldWired,1,18,1,3,1,1,3,0,0,0,0,0,5,Hardwired,"Atlas,Rise!",For Whom the Bell Tolls,Creeping Death,The Unforgiven,Now That Were Dead,Moth Into Flame,Wherever I May Roam,Halo On Fire,Motorbreath,Sad But True,One,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,,,,,,Enter Sandman
10.05.2017,Baltimore,Maryland,United States,39.2903848,-76.6121893,WorldWired,1,18,1,2,1,1,3,0,1,0,0,0,5,Hardwired,"Atlas,Rise!",For Whom the Bell Tolls,Fuel,The Unforgiven,Now That Were Dead,Moth Into Flame,Wherever I May Roam,Halo On Fire,Hit the Lights,Sad But True,One,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,,,,,,Enter Sandman
01.04.2017,Santiago,,Chile,-33.4488897,-70.6692655,WorldWired,1,18,1,2,1,2,2,0,1,0,0,0,5,Hardwired,"Atlas,Rise!",For Whom the Bell Tolls,Fuel,One,Now That Were Dead,Moth Into Flame,Harvester of Sorrow,Halo On Fire,Motorbreath,Sad But True,Wherever I May Roam,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,,,,,,Enter Sandman
31.03.2017,Buenos Aires,,Argentina,-34.6036844,-58.3815591,WorldWired,1,18,1,2,1,2,2,0,1,0,0,0,5,Hardwired,"Atlas,Rise!",For Whom the Bell Tolls,The Memory Remains,One,Now That Were Dead,Moth Into Flame,Harvester of Sorrow,Halo On Fire,Hit the Lights,Sad But True,Wherever I May Roam,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,,,,,,Enter Sandman
25.03.2017,Sao Paulo,,Brazil,-23.5505199,-46.6333094,WorldWired,1,18,1,2,1,2,2,0,1,0,0,0,5,Hardwired,"Atlas,Rise!",For Whom the Bell Tolls,The Memory Remains,The Unforgiven,Now That Were Dead,Moth Into Flame,Harvester of Sorrow,Halo On Fire,Whiplash,Sad But True,One,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,,,,,,Enter Sandman
05.03.2017,Mexico City,,Mexico,19.4326077,-99.133208,WorldWired,1,18,1,4,1,1,1,0,0,0,0,1,5,Hardwired,"Atlas,Rise!",For Whom the Bell Tolls,Ride the Lightning,The Day That Never Comes,Now That Were Dead,Moth Into Flame,Wherever I May Roam,Dream No More,Whiplash,Creeping Death,One,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,,,,,,Enter Sandman
03.03.2017,Mexico City,,Mexico,19.4326077,-99.133208,WorldWired,1,18,1,2,1,2,2,0,1,0,0,0,5,Hardwired,"Atlas,Rise!",For Whom the Bell Tolls,Fuel,The Unforgiven,Now That Were Dead,Moth Into Flame,Harvester of Sorrow,Halo On Fire,No Remorse,Sad But True,One,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,,,,,,Enter Sandman
01.03.2017,Mexico City,,Mexico,19.4326077,-99.133208,WorldWired,1,18,1,2,2,2,1,0,1,0,0,0,5,Hardwired,"Atlas,Rise!",For Whom the Bell Tolls,The Memory Remains,Welcome Home (Sanitarium),Now That Were Dead,Moth Into Flame,Harvester of Sorrow,Confusion,The Four Horsemen,Sad But True,One,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,,,,,,Enter Sandman
12.02.2017,Los Angeles,California,United States,34.0522342,-118.2436849,,1,10,0,2,2,2,1,0,0,0,0,0,1,Hardwired,Creeping Death,Welcome Home (Sanitarium),Harvester of Sorrow,One,Master of Puppets,Enter Sandman,,,,,,,,,,,,,,,,,,,,,Seek and Destroy
12.02.2017,Los Angeles,California,United States,34.0522342,-118.2436849,,0,1,0,0,0,0,0,0,0,0,0,0,1,Moth Into Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.02.2017,Copenhagen,,Denmark,55.6760968,12.5683372,WorldWired,1,15,0,4,2,1,0,0,1,0,0,0,3,Hardwired,Creeping Death,The Memory Remains,Welcome Home (Sanitarium),Now That Were Dead,"Atlas,Rise!",The Call of Ktulu,One,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,,,,,,,,,,Enter Sandman
07.02.2017,Copenhagen,,Denmark,55.6760968,12.5683372,WorldWired,1,15,0,3,3,1,1,0,0,0,0,0,3,Hardwired,Creeping Death,Wherever I May Roam,Welcome Home (Sanitarium),Now That Were Dead,Moth Into Flame,One,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,,,,,,,,,,,Enter Sandman
05.02.2017,Copenhagen,,Denmark,55.6760968,12.5683372,WorldWired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.02.2017,Copenhagen,,Denmark,55.6760968,12.5683372,WorldWired,1,16,0,2,1,2,1,0,1,0,0,0,5,Hardwired,"Atlas,Rise!",For Whom the Bell Tolls,Fuel,The Unforgiven,Now That Were Dead,Harvester of Sorrow,Confusion,One,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,,,,,,,,,Enter Sandman
22.01.2017,Singapore,,Singapore,1.352083,103.819836,WorldWired,1,18,0,2,1,1,3,0,1,0,0,0,6,Hardwired,"Atlas,Rise!",For Whom the Bell Tolls,Fuel,The Unforgiven,Now That Were Dead,Wherever I May Roam,Confusion,Halo On Fire,Sad But True,One,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,,,,,,,Enter Sandman
20.01.2017,Chek Lap Kok,,Hong Kong,22.3083934,113.923907,WorldWired,1,18,0,3,1,1,3,0,0,0,0,0,6,Hardwired,"Atlas,Rise!",For Whom the Bell Tolls,Creeping Death,The Unforgiven,Now That Were Dead,Wherever I May Roam,Confusion,Halo On Fire,Sad But True,One,Master of Puppets,Fade to Black,Seek and Destroy,,,,,,,,,,,,,,Enter Sandman
18.01.2017,Beijing,,China,39.9041999,116.4073963,WorldWired,1,18,1,2,0,1,3,1,1,0,0,1,5,Hit the Lights,"Atlas,Rise!",King Nothing,The Memory Remains,The Unforgiven,Now That Were Dead,Harvester of Sorrow,Confusion,Halo On Fire,Sad But True,Wherever I May Roam,For Whom the Bell Tolls,The Day That Never Comes,Creeping Death,,,,,,,,,,,,,,Enter Sandman
15.01.2017,Shanghai,,China,31.2303904,121.4737021,WorldWired,1,18,2,1,0,1,3,1,1,1,0,1,4,Breadfan,"Atlas,Rise!",King Nothing,The Memory Remains,The Unforgiven,Now That Were Dead,Harvester of Sorrow,Halo On Fire,The Four Horsemen,Sad But True,Wherever I May Roam,For Whom the Bell Tolls,The Day That Never Comes,Whiplash,,,,,,,,,,,,,,Enter Sandman
11.01.2017,Seoul,,South Korea,37.566535,126.9779692,WorldWired,1,18,1,2,1,2,3,0,0,0,0,0,5,Hardwired,"Atlas,Rise!",Sad But True,Wherever I May Roam,The Unforgiven,Now That Were Dead,Harvester of Sorrow,Halo On Fire,The Four Horsemen,One,Master of Puppets,For Whom the Bell Tolls,Fade to Black,Seek and Destroy,,,,,,,,,,,,,,Enter Sandman
17.12.2016,Oakland,California,United States,37.8043637,-122.2711137,WorldWired,1,15,0,3,1,3,2,0,0,1,0,0,2,Breadfan,Creeping Death,Blackened,Sad But True,Fade to Black,"Atlas,Rise!",Harvester of Sorrow,Moth Into Flame,One,Master of Puppets,For Whom the Bell Tolls,Enter Sandman,,,,,,,,,,,,,,,,Seek and Destroy
15.12.2016,Los Angeles,California,United States,34.0522342,-118.2436849,WorldWired,1,15,1,3,1,2,2,0,0,1,0,0,2,Breadfan,Creeping Death,Metal Militia,Sad But True,Fade to Black,"Atlas,Rise!",Harvester of Sorrow,Moth Into Flame,One,Master of Puppets,For Whom the Bell Tolls,Enter Sandman,,,,,,,,,,,,,,,,Seek and Destroy
14.12.2016,Los Angeles,California,United States,34.0522342,-118.2436849,WorldWired,0,6,0,1,1,1,1,0,0,0,0,0,1,"Atlas,Rise!",For Whom the Bell Tolls,Creeping Death,One,Master of Puppets,Enter Sandman,,,,,,,,,,,,,,,,,,,,,,
29.11.2016,Toronto,Ontario,Canada,43.653226,-79.3831843,WorldWired,1,15,0,3,2,2,2,0,0,1,0,0,2,Breadfan,Battery,Sad But True,Fade to Black,"Atlas,Rise!",Harvester of Sorrow,One,Master of Puppets,For Whom the Bell Tolls,Enter Sandman,,,,,,,,,,,,,,,,,,Seek and Destroy
